Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
202200047350,4,OWENS JAMES,0,,2,0,0,1,0,0,2,, -1,1,9,1,70
202200046392,3,60,-1,A,2,2,0,1,1,235,1,, -1,1,0,4,50
202200038795,3,1,0,,2,2,0,1,19,20,2,,5,1,0,1,80
202200051353,2,40,0,T,2,2,0,2,19,0,2,, -1,1,0,4,50
202200014775,3,1075,0,A,2,2,0,1,127,740,1,, -1,1,0,1,80
202200006006,2,RN 104,0,,1,2,0,2,40,900,3,, -1,1,0,1,50
202200042856,3,7,0,,1,2,0,1,0,0,1,, -1,1,0,1,50
202200023256,4,CLEMENTEL (BD ETIENNE),0,,2,2,0,1,(1),(1),1,, -1,1,0,4,50
202200041485,3,RD 202,0,,2,2,0,1,3,70,2,, -1,1,0,1,80
202200045438,4,N'ZILA (CITE),0,,2,2,0,1,(1),(1),1,, -1,1,9,1,30
202200004644,3,ROCADE NORD,0,,2,3,0,2,10,280,1,, -1,1,0,1,70
202200040062,4,MAZARGUES (AVENUE DE),0,,2,2,0,1,0,0,1,, -1,1,0,1,50
202200020681,2,147,-1,N,2,2,0,1,56,585,1,, -1,1,0,3,80
202200034197,3,7,0,,2,2,0,1,0,0,1,, -1,1,9,1,50
202200019170,7,AV DE LA MARCAISSONNE,0,,2,2,0,2,1,699,1,, -1,1,0,1,50
202200008647,3,JULES PRINCET [CD115] (RUE),0,,2,2,0,1,0,1,1,, -1,1,0,1,50
202200053547,2,4,-1,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202200052147,3,ARVE (RUE DE L'),0,,3,2,0,1,0,1,2,, -1,1,5,1,50
202200029161,1,A13,0,,1,1,0,2,25,520,1,, -1,1,3,1,70
202200051089,3,80,0,,2,2,0,1,0,285,1,, -1,1,0,1,50
202200044329,3,REPUBLIQUE (RUE DE LA) ,0,,2,2,0,2,0,0,1,, -1,1,0,1,50
202200044286,1,AUTOROUTE A2,0,,-1,4,0,1,62,299,1,, -1,1,0,1,110
202200016218,1,AUTOROUTE A25,0,,-1,6,0,1,8,100,1,, -1,1,0,1,90
202200039105,7,BISCHWILLER (ROUTE DE),0,,2,3,2,1,58,0,1,, -1,1,0,1,30
202200043074,4,MENDES FRANCE (AVENUE),0,,3,2,0,1,(1),(1),1,, -1,1,0,4,35
202200025425,7,39,0,M,2,2,0,1,(1),(1),1,, -1,1,0,1,-1
202200004539,4,GAULLE   AVENUE DU GENERAL DE,0,,3,4,0,1,(1),(1),1,, -1,1,0,1,30
202200028135,4,RUE ORDENER,0,,2,3,0,1,(1),(1),1,, -1,1,0,1,30
202200026794,4,DE GAULLE (E14 A F15,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,30
202200017703,4,RUE ETIENNE MARCEL,0,,2,3,0,1,(1),(1),1,, -1,1,0,1,30
202200040338,4,QUAI DE BACALAN,0,,2,4,3,1,(1),(1),1,, -1,1,0,1,50
202200053598,3,QUARTIERS (RUE DES),0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202200043675,2,RTE DE THIL,0,,3,2,0,1,6,528,1,, -1,1,0,1,110
202200028244,4,Robert Schuman (boulevard),0,,1,1,0,1,1,0,1,, -1,1,9,1,50
202200012845,4,LAVOISIERS (BD),0,,1,3,0,1,(1),(1),1,, -1,1,0,1,50
202200029912,3,PARIS (RUE DE),0,,1,3,0,1,0,1,1,, -1,1,0,1,50
202200054857,1,86,0,,-1,3,0,1,79,300,1,, -1,1,1,2,70
202200032090,3,12,-1,,2,2,0,2,70,600,3,, -1,1,0,1,90
202200049541,3,ROCADE SUD(RUE),0,,2,2,0,2,0,0,3,, -1,2,3,1,50
202200015940,4,SURIEGES (ALLEE DE),0,,2,2,0,1,0,0,1,, -1,1,0,1,500
202200015142,3,1508,0,D,2,2,0,1,57,980,1,, -1,1,0,1,50
202200004902,4,FERNAND HERBAUD (RUE),0,,1,1,0,1,1,100,1,, -1,2,0,1,50
202200026914,3,SAINT-MICHEL (RTE DE),0,,2,1,0,1,1,175,1,, -1,1,0,8,50
202200009879,4,,-1,,1, -1,-1,1,(1),(1),1,, -1,1,0,1,-1
202200031632,3,80,0,,2,2,0,1,4,280,1,, -1,1,5,1,80
202200039613,1,4,-1,A,3,4,0,1,194,900,1,, -1,2,1,3,130
202200005796,4,LAENNEC (RUE),0,,2,2,0,2,1,0,1,, -1,2,0,1,50
202200002198,3,6110,0,D,2,2,0,1,4,143,2,, -1,1,0,1,80
202200034262,4,LYCEE (AVENUE),0,,1,1,0,1,(1),(1),1,, -1,1,0,1,30
202200016234,4,BOULEVARD FLANDRIN,0,,1,1,0,1,(1),(1),1,, -1,1,0,1,50
202200004521,4,BIENVENUS   (Rue des),0,,1,1,0,1,(1),(1),1,, -1,1,0,1,50
202200032328,4,LETANDUERE,0,,2,3,0,1,(1),(1),1,, -1,1,0,1,50
202200040235,4,SOLIGNAC (RUE DE),0,,2,2,0,1,0,0,4,, -1,1,2,1,80
202200037466,3,9E1,0,D,2,2,0,1,1,884,1,, -1,1,0,1,-1
202200044930,3,120,0,D,2,2,0,1,9,0,2,, -1,1,0,4,50
202200010764,1,AUTOROUTE A3,0,,3,3,0,1,3,400,1,, -1,1,0,1,90
202200037739,3,81,0,,2,2,0,1,200,100,2,, -1,1,0,1,80
202200001188,3,MAJORAL ARNAUD (AV.),0,,2,2,0,1,13,100,1,, -1,1,5,1,50
202200051497,3,RTE DE LA FERTE ALAIS,0,,2,2,0,2,0,0,1,, -1,2,0,1,50
202200025225,7,RN 28 (ROUTE DE NEUFCHATEL),0,,2,2,3,1,8,0,1,, -1,1,-1,1,50
202200050153,3,413,0,,2,2,0,1,0,500,1,, -1,1,0,1,50
202200033965,4,BRIQUETTERIE ( RUE DE LA ),0,,2,1,0,1,(1),(1),1,, -1,1,0,1,50
202200009060,1,Autoroute A31,0,,3,6,0,1,322,0,1,, -1,1,0,1,110
202200022631,3,909,0,,2,4,1,1,0,0,1,, -1,1,5,1,30
202200022642,3,D114,0,,2,2,1,1,4,895,1,, -1,1,0,1,50
202200033047,3,756,-1,,2,2,0,3,13,0,1,, -1,1,0,3,80
202200002574,3,950,0,D,2,2,0,2,6,0,1,, -1,1,0,3,80
202200049629,3,CLAUDE DEBUSSY,0,,3,4,1,1,0,1,1,, -1,1,4,1,50
202200047509,2,MARECHAL DE LATTRE DE TASSIGNY (AV),0,,3,5,0,3,20,895,1,, -1,2,0,1,50
202200041092,3,25,-1,,2,2,0,1,13,980,3,, -1,1,0,1,80
202200030959,3,122,-1,D,2,2,0,1,(1),(1),1,, -1,1,0,1,80
202200004337,7,VARIZELLE ROUTE DE LA,0,,2,2,0,1,0,250,2,, -1,1,0,3,50
202200013046,7,REPUBLIQUE DU N°1 AU 31 RUE DE LA,0,,2,2,0,4,90,300,1,, -1,1,6,1,50
202200019216,7,VERDUN AVENUE DE,0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50
202200032867,3,LOUIS DE FOIX (AVENUE),0,,2,0,0,1,1,25,1,, -1,1,0,1,50
202200055227,7,820,0,D,2,2,3,1,17,473,1,, -1,1,0,6,50
202200029570,9,,-1,,2,2,0,1,(1),(1),1,,4,1,0,1,50
202200029735,4,LONDRES (R DE),0,,2,2,0,1,(1),(1),1,, -1,1,2,6,50
202200038053,2,145,0,N,2,2,0,1,8,320,2,, -1,2,0,1,80
202200028387,2,RN346   38.960 A 40.883,0,,3,6,0,1,40,0,1,, -1,1,0,1,90
202200030434,2,118,0,,-1,2,0,2,1,725,1,, -1,1,0,1,90
202200034077,3,26,0,,3,2,0,1,9,80,1,, -1,1,0,3,50
202200009906,4,,0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202200036284,3,908,0,,2,2,0,1,0,0,1,, -1,1,0,1,50
202200053032,4,BUTIN (AV. OCTAVE),0,,2,2,0,1,0,0,1,, -1,1,0,1,30
202200036992,1,A507 sens Marseille - Aubagne,0,,1,2,0,1,1,320,1,, -1,1,1,1,70
202200001699,1,A7-Sens Lyon vers Marseille,0,,1,3,0,1,275,0,1,, -1,1,0,1,90
202200004108,3,164,0,D,2,2,0,2,60,556,1,,4,1,0,1,80
202200006337,4,MONNET (AV. JEAN),0,,3,4,2,1,0,0,1,, -1,1,0,1,50
202200017749,4,,0,,2,2,0,1,0,0,1,, -1,1,0,1,50
202200041079,1,75,0,A,1,2,0,2,59,820,1,, -1,1,0,1,130
202200004559,3,ARAGON (AVENUE LOUIS),0,,3,4,0,1,0,1,1,, -1,1,0,1,50
202200002903,3,6,0,,1,2,2,2,0,0,1,, -1,1,0,1,30
202200022411,2,DE LATTRE DE TASSIGNY (AV),0,,3,6,0,2,0,0,1,, -1,1,0,1,90
202200044865,3,30,0,,2,2,0,1,33,500,1,, -1,1,0,1,30
202200051180,4,CHARLEMAGNE                         (CO),0,,2,12,3,1,(1),(1),1,, -1,1,0,1,30
202200032659,4,BOULEVARD SERURIER,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,30
202200022276,4,MADAME MERE BD,0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50
202200030568,3,VAILLANT CHARLES (AVENUE),0,,2,2,0,1,3,60,1,, -1,1,0,1,50
202200016009,4,,-1,,2,2,0,2,(1),(1),3,,4,1,0,1,80
202200014550,3,WILSON (AVENUE DU PRESIDENT),0,,3,4,1,1,0,1,1,, -1,2,8,1,30
202200048129,4,FOUCHARD (RUE DU PONT),0,,2,2,2,1,0,0,1,, -1,1,0,1,30
202200009927,4,EIFFEL (RUE GUSTAVE),0,,2,2,0,1,(1),(1),1,, -1,1,9,1,50
202200032309,4,ALFRED NOBEL,0,,2,2,1,1,(1),(1),1,, -1,2,0,1,50
202200044008,3,LYON (ROUTE DE LYON COTE NORD),0,,4,3,0,1,1,900,1,, -1,1,0,1,50
202200051495,3,HUIT MAI 1945 (AVENUE DU),0,,2,3,0,1,3,1300,1,, -1,1,0,1,50
202200004177,3,1016,-1,D,2,2,0,1,2,35,1,, -1,1,0,1,50
202200035435,3,50,0,,2,2,0,1,0,0,1,, -1,1,0,1,30
202200003721,2,1,-1,,2,2,0,1,58,0,1,, -1,1,0,1,80
202200030554,2,RN3 (1),0,,3,4,0,3,55,0,2,, -1,1,9,1,90
202200038032,4,DURAND GEORGES (AV) N° PAIRS 112 AU 164,0,,1,0,0,1,0,0,1,, -1,1,0,1,50
202200024107,4,CRS DE LA LIBERATION,0,,-1,2,0,1,(1),(1),2,, -1,1,0,1,30
202200035624,7,PLAINE ROUTE DE LA,0,,2,0,0,2,34,230,1,, -1,1,0,1,50
202200011393,4,DELEBECQUE (R GERMAIN ),0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202200037212,3,81,0,,2,2,0,1,16,450,2,, -1,1,0,3,80
202200019167,3,992,0,,2,4,0,1,0,0,4,, -1,2,0,1,50
202200018636,3,385,-1,,2,2,0,1,39,0,3,, -1,1,0,1,80
202200007608,3,DE GAULLE (AV DU GENERAL) 58/49 - FIN,0,,2,2,0,3,0,1,1,, -1,2,2,1,50
202200032964,4,m'tsapere-M'tsapéré- M'tsangani ( rue ),0,,1,1,0,1,0,0,1,, -1,1,8,1,30
202200050937,4,,0,,3,3,0,1,0,0,1,, -1,1,0,1,50
202200028893,4,JAURES (RUE JEAN) (N° INFERIEUR A 59-34),0,,2,4,0,1,(1),(1),1,, -1,1,5,1,50
202200010928,1,61,-1,,-1,4,0,1,304,700,1,, -1,1,0,1,130
202200014806,4,VILLEMOMBLE (RTE DE) DE 22 A 130,0,,2,2,0,1,1,0,1,, -1,1,0,1,30
202200047244,3,CHAMPAGNE (AVENUE DE),0,,2,3,1,2,30,100,1,, -1,1,0,4,50
202200012628,1,A86 INT,0,,1,2,0,1,32,400,3,, -1,1,1,1,90
202200040362,3,4,-1,,2,2,0,1,58,680,1,,5,1,0,1,50
202200026191,4,AV JEAN RIEUX,0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50
202200052919,4,,0,,1,2,0,1,(1),(1),1,, -1,1,0,1,50
202200021446,3,933,0,D,2,2,1,1,33,900,1,, -1,1,0,8,80
202200014539,4,LEVRAUDIERES,0,,2,2,0,1,1,0,1,, -1,1,0,1,50
202200043445,3,28,-1,,2,1,1,2,14,697,3,, -1,1,6,5,70
202200017790,4,rue,0,P,2,2,0,1,0,0,1,, -1,1,0,1,50
202200034650,3,D237,-1,A,2,2,0,1,(1),(1),1,, -1,1,2,3,80
202200001241,3,1,0,D,2,2,0,1,1,988,1,, -1,1,0,1,80
202200026250,7,175,0,D,3,4,0,1,42,0,3,, -1,1,0,1,110
202200011279,3,133,0,D,2,2,0,1,2,700,2,, -1,2,2,8,50
202200037928,3,SAINT GOBAIN (QUAI),0,,2,2,0,1,2,99,1,, -1,1,0,1,50
202200042018,3,147,0,D,2,2,0,1,15,460,1,, -1,1,0,1,50
202200009491,4,BOULEVARD PERIPHERIQUE,0,,1,4,0,1,16,400,1,, -1,1,0,1,70
202200026732,3,BD JOHN KENNEDY,0,,2,2,1,1,0,0,1,, -1,1,0,5,50
202200032186,2,EMBRUN ( AVENUE D'),0,,2,2,0,1,71,650,1,, -1,1,0,1,50
202200036323,3,951,0,,1,4,0,1,25,600,1,, -1,1,0,1,90
202200009530,4,AVENUE DE LA PORTE D ASNIERES,0,,2,6,0,1,(1),(1),1,, -1,1,0,1,50
202200043584,4,ROUTE DES TRIBUNES,0,,2,3,1,1,(1),(1),3,, -1,1,0,5,30
202200011959,4,ALSACE,0,,2,0,3,2,1,0,1,, -1,1,0,4,20
202200002862,4,BOULEVARD MALESHERBES,0,,2,5,3,1,(1),(1),1,, -1,1,0,6,30
202200029825,4,RUE LA FAYETTE,0,,2,4,1,1,(1),(1),1,, -1,1,0,5,30
202200012552,3,990,0,D,2,2,0,1,22,700,1,, -1,1,0,3,90
202200050406,4,RICHELIEU (RUE),0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202200048447,4,ALLEE DE LONGCHAMP,0,,-1,2,0,1,(1),(1),1,, -1,1,-1,5,50
202200005915,4,,-1,,2,2,0,1,(1),(1),1,, -1,1,5,1,50
202200003831,4,RTE DE TOULOUSE,0,,3,4,3,1,(1),(1),1,, -1,1,0,1,50
202200048628,4,FRANCIS DE PRESSENSE                (AV),0,,2,2,2,1,(1),(1),1,, -1,1,0,1,50
202200051883,4,,-1,,2,2,0,1,(1),(1),1,,4,1,0,1,50
202200052028,4,ARTS AVENUE DES,0,,2,2,0,1,(1),(1),1,, -1,1,9,1,30
202200044381,4,LAIGNE RUE DE N° IMP 229 A 385,0,,2,2,0,1,0,0,1,, -1,1,9,1,50
202200050972,4,BOULEVARD PERIPHERIQUE EXTERIEUR OUEST,0,,1,2,0,1,(1),(1),1,, -1,1,0,1,50
202200035905,4,,-1,,1,1,0,1,0,0,1,,"3,5",2,0,1,50
202200051290,1,A47,0,,3,4,0,1,1,100,3,, -1,1,3,3,50
202200000490,3,160,-1,,2,2,0,1,12,500,2,, -1,1,2,1,80
202200044498,4,RM30,-1,,2,2,0,1,(1),(1),2,, -1,1,0,1,50
202200033591,2,LUCE(PTE STE PERIPH INTER.),0,,3,4,0,1,5,750,1,, -1,1,0,1,80
202200050201,3,652,-1,,2,2,0,1,99,10,1,, -1,1,0,1,50
202200038681,4,,0,,1,2,0,1,1,0,1,, -1,1,0,1,50
202200027644,4,,0,,2,2,0,2,(1),(1),1,, -1,1,0,1,50
202200042788,7,MAREY (RUE DU COLONEL),0,,1,1,0,1,50,1118,1,, -1,1,0,1,50
202200047332,4,,0,,2,0,0,1,(1),(1),1,,0,1,0,1,50
202200053967,4,BOULEVARD SAINT GERMAIN,0,,1,5,3,1,(1),(1),1,, -1,1,-1,6,30
202200021531,6,,-1,,-1, -1,0,1,(1),(1),1,,3,1,0,1,30
202200032501,4,REMPART-VILLENEUVE,0,,1,1,0,1,(1),(1),1,, -1,1,0,1,30
202200012740,3,Route d'Orléans,0,,3,2,0,1,63,945,1,, -1,1,0,1,50
202200007110,3,56,-1,,2,2,0,2,15,150,1,, -1,1,0,3,80
202200013516,3,830,-1,,2,2,0,1,22,400,2,, -1,1,0,1,70
202200008377,3,352,0,,2,2,0,1,9,290,1,, -1,1,0,1,80
202200053917,3,165,-1,,2,2,0,1,2,800,1,, -1,1,0,3,80
202200035862,3,9.1,0,,2,2,0,1,4,400,1,, -1,1,0,3,80
202200026512,4,LARMINAT (RUE GENERAL DE),0,,3,4,1,1,(1),(1),1,, -1,2,5,1,50
202200016686,7,EDOUARD VAILLANT RUE,0,,2,3,3,1,4,700,1,, -1,1,5,1,50
202200005365,4,CLAUDE CH.DE ST,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202200053914,3,160,0,,2,2,0,1,16,1092,1,, -1,1,0,1,50
202200043825,4,PIERRE TERRASSE                     (AV),0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202200024977,4,,0,,2,2,0,1,0,0,1,, -1,1,0,1,50
202200000079,3,83,-1,,2,2,0,1,2,800,1,, -1,2,0,1,80
202200011191,4,AVENUE DE VILLIERS,0,,2,2,0,1,(1),(1),1,, -1,3,0,1,30
202200006194,3,26,0,D,2,2,0,1,7,30,1,, -1,2,0,1,80
202200038213,4,BOULEVARD MALESHERBES,0,,3,4,3,2,(1),(1),1,, -1,1,-1,6,30
202200020958,2,N118,0,,1,2,0,1,6,0,1,, -1,1,0,1,90
202200044559,4,AVENUE DU PRESIDENT WILSON,0,,-1,5,0,1,(1),(1),1,, -1,1,0,1,50
202200018418,4,PORTE DE CHATILLON,0,,1,3,0,1,5,800,1,, -1,1,0,1,70
202200010416,3,BRIE (R DE),0,,2,2,0,1,0,1,1,, -1,2,0,1,30
202200001562,4,CHANZY (BOULEVARD),0,,2,2,0,1,0,0,1,, -1,2,0,1,50
202200046421,3,37,0,D,2,2,0,1,16,500,1,, -1,1,0,8,90
202200001343,3,10,-1,,2,2,0,2,55,500,1,, -1,1,0,1,90
202200019218,4,PORTE DE CHATILLON,0,,1,3,0,1,7,800,3,, -1,1,0,1,70
202200044520,4,RUE FRANCIS DE CROISSET,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,30
202200033172,4,BOULEVARD SAINT MARCEL,0,,2,4,0,1,(1),(1),1,, -1,1,0,1,30
202200021451,1,A55-Sens Martigues vers Marseille,0,,3,2,0,1,35,0,1,, -1,1,0,1,90
202200030668,3,768,-1,,2,2,0,1,15,106,1,, -1,1,0,1,80
202200020521,3,150,0,D,2,2,0,1,12,798,1,, -1,1,5,1,80
202200047382,4,,0,,3,2,3,1,(1),(1),1,, -1,1,0,6,50
202200008474,3,991,0,,2,2,0,1,12,600,1,, -1,1,0,1,50
202200031082,1,AUTOROUTE A1,0,,3,4,0,1,1,0,1,, -1,1,1,1,90
202200013133,3,51,0,N,2,2,0,1,7,480,1,, -1,1,0,1,80
202200041916,4,,-1,,2,2,0,1,(1),(1),1,,5,2,0,4,50
202200001060,4,BOURBONNAIS (DU)                    (R ),0,,1,1,2,1,(1),(1),1,, -1,2,0,1,30
202200009982,4,BOULEVARD PERIPHERIQUE,0,,1,4,0,1,14,0,1,, -1,1,0,1,70
202200015307,4,TRARIEUX (SQUARE LUDOVIC),0,,2,2,0,1,(1),(1),1,, -1,2,0,1,50
202200039107,4,BOULEVARD DE SEBASTOPOL,0,,2,4,1,1,(1),(1),1,, -1,1,-1,5,30
202200021717,1,AUTOROUTE A86,0,,3,2,0,1,51,580,1,, -1,1,1,1,70
202200018091,3,REPUBLIQUE (AV DE LA),0,,-1,2,0,2,0,1,1,, -1,1,0,1,50
202200011696,4,JAURES (AVENUE JEAN ) DU N° 61 A FIN,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202200039704,4,BUTRIS (TRAVERSE DES),0,,2,2,0,2,0,0,1,, -1,1,0,1,50
202200030764,4,LAFAYETTE                           (CO),0,,1,1,2,1,(1),(1),1,, -1,1,0,1,50
202200023935,4,BRIAND ARISTIDE (PL),0,,-1,1,0,1,0,0,1,, -1,1,9,6,50
202200028025,3,"""PIERRE SEMARD (ROND-POINT """"COTE PAIRS""",0,,3,4,0,1,0,1,3,, -1,1,0,1,50
202200016611,4,PORTE DE LA VILLETTE,0,,1,4,0,1,24,700,1,, -1,1,0,1,70
202200004011,3,333,0,A,2,2,0,1,2,262,1,, -1,1,0,1,70
202200052128,3,81,0,,2,2,0,3,229,800,1,, -1,1,0,1,70
202200032630,7,FAUBOURG DES POSTES RUE,0,,2,2,0,1,(1),(1),1,, -1,1,0,1,50
202200028994,3,229,-1,,2,2,0,1,10,300,4,, -1,2,0,1,80
202200008972,1,64,-1,A,2,4,0,1,272,919,1,, -1,2,0,1,130
202200041347,3,26,0,,2,2,0,2,9,333,2,, -1,1,0,1,70
202200032294,4,AV SAINT JACQUES,0,,2,2,0,1,0,0,1,, -1,1,0,1,50
202200004894,4,STATION (DE LA),0,,1,1,0,1,0,0,4,, -1,1,0,4,50
202200036283,3,6285,0,,3,4,0,2,1,826,1,, -1,1,5,1,50
202200003811,4,AVENUE DAUMESNIL,0,,2,5,0,1,(1),(1),1,, -1,1,0,1,30
202200055176,3,,-1,,2,2,0,1,37,300,1,, -1,1,0,1,80
202200047057,3,POTERNE,0,,2,4,2,1,69,577,1,, -1,1,0,1,50
202200017721,4,SPINOZA (AV),0,,1,1,0,1,0,0,1,, -1,1,0,1,50
